instance_id,X,Y,Z,num_obs,inliers,mean_reproj,max_reproj,fallback_no_ransac
0,-2.9500734806004414,3.9302277921096613,1.3180331832235679,81,36,1.715543522136477,3.0588066900679185,False
1,-2.7475453604758053,2.938936933897262,1.1412060366388652,29,8,1.5328016015772985,2.726054818613025,False
2,-0.34016541917429644,3.8004855592460576,9.235822800956935,172,3,0.7889741621127287,1.1803183694106334,False
3,-0.18776117216081045,3.810302667697094,9.456706396356463,165,38,1.4981813019754024,3.1849416959455112,False
8,0.11956860202110466,-1.9361266671525699,10.926177140075252,349,33,1.672705664174034,2.9560882689226085,False
9,0.0025541103377318738,-1.9312243040524297,10.375907973498864,341,102,1.758212651486276,3.374076220382674,False
15,-1.29468695310472,-1.8854020508405804,6.167383260871921,87,15,1.6230674200448632,3.668109405579382,False
16,-3.0672897627990494,-1.8953698158222,1.8576399194053537,104,3,1.4769487999889568,2.172953439977596,False
17,-2.8043531175473815,-1.5284507924841448,0.9852870749042721,122,9,1.2365835152681781,2.4922109357321918,False
