instance_id,frame,image_name,x,y
0,5853,img_05853.jpg,2166.27880859375,2013.320068359375
0,5854,img_05854.jpg,2165.5732421875,1960.862060546875
0,5856,img_05856.jpg,2166.56494140625,1851.4228515625
0,5857,img_05857.jpg,2166.58154296875,1793.8956298828125
0,5859,img_05859.jpg,2165.769775390625,1684.302490234375
0,5860,img_05860.jpg,2164.0537109375,1627.2030029296875
0,5862,img_05862.jpg,2160.806640625,1520.36572265625
0,5863,img_05863.jpg,2159.342529296875,1462.6807861328125
0,5865,img_05865.jpg,2150.612548828125,1352.923583984375
0,5866,img_05866.jpg,2146.81689453125,1301.352294921875
0,5868,img_05868.jpg,2138.010986328125,1216.73193359375
0,5869,img_05869.jpg,2134.407470703125,1189.58935546875
0,5871,img_05871.jpg,2118.691162109375,1160.2752685546875
0,5872,img_05872.jpg,2108.247314453125,1149.59326171875
0,5874,img_05874.jpg,2089.614501953125,1142.745361328125
0,5875,img_05875.jpg,2076.806396484375,1142.717041015625
0,5877,img_05877.jpg,2053.36865234375,1137.40625
0,5878,img_05878.jpg,2043.399169921875,1136.03369140625
0,5880,img_05880.jpg,2021.415283203125,1135.403564453125
0,5881,img_05881.jpg,2008.6497802734375,1130.712890625
0,5883,img_05883.jpg,1988.994140625,1127.530517578125
0,5884,img_05884.jpg,1979.9278564453125,1132.1810302734375
0,5886,img_05886.jpg,1963.510009765625,1128.95703125
0,5887,img_05887.jpg,1954.2418212890625,1124.875732421875
0,5889,img_05889.jpg,1943.994140625,1125.118896484375
0,5890,img_05890.jpg,1936.7186279296875,1131.4443359375
0,5892,img_05892.jpg,1923.0853271484375,1128.796142578125
0,5893,img_05893.jpg,1910.718994140625,1127.40576171875
0,5895,img_05895.jpg,1897.96533203125,1121.2723388671875
0,5896,img_05896.jpg,1887.76416015625,1122.43994140625
0,5898,img_05898.jpg,1877.2218017578125,1119.229736328125
0,5899,img_05899.jpg,1868.220703125,1116.0418701171875
0,5901,img_05901.jpg,1856.091064453125,1109.097900390625
0,5902,img_05902.jpg,1850.8310546875,1106.6368408203125
0,5904,img_05904.jpg,1833.5218505859375,1102.6080322265625
0,5905,img_05905.jpg,1831.48681640625,1100.333251953125
0,5907,img_05907.jpg,1810.9189453125,1095.37744140625
0,5908,img_05908.jpg,1804.85888671875,1093.680908203125
0,5910,img_05910.jpg,1787.499755859375,1097.737060546875
0,5911,img_05911.jpg,1778.23046875,1099.441162109375
0,5913,img_05913.jpg,1756.625,1104.487060546875
0,5914,img_05914.jpg,1740.2442626953125,1109.083251953125
0,5916,img_05916.jpg,1716.3848876953125,1108.6741943359375
0,5917,img_05917.jpg,1705.8603515625,1110.8995361328125
0,5919,img_05919.jpg,1672.362060546875,1109.119384765625
0,5920,img_05920.jpg,1658.86279296875,1109.56591796875
0,5922,img_05922.jpg,1619.06494140625,1107.7279052734375
0,5923,img_05923.jpg,1596.2581787109375,1111.662109375
0,5925,img_05925.jpg,1547.73828125,1109.503173828125
0,5926,img_05926.jpg,1521.205810546875,1106.482421875
0,5928,img_05928.jpg,1451.319091796875,1105.0379638671875
0,5929,img_05929.jpg,1410.6015625,1102.7335205078125
0,5931,img_05931.jpg,1313.0650634765625,1100.9110107421875
0,5932,img_05932.jpg,1259.4766845703125,1101.13037109375
0,5934,img_05934.jpg,1131.21337890625,1096.0526123046875
0,5935,img_05935.jpg,1064.4395751953125,1096.924072265625
0,5937,img_05937.jpg,911.2684936523438,1096.2818603515625
0,5938,img_05938.jpg,828.8596801757812,1095.05859375
0,5940,img_05940.jpg,658.6272583007812,1090.49658203125
